Cluster_GMM,Cluster_Size,tenure,MonthlyCharges,Churn,Contract_Month_to_month,Contract_One_year,Contract_Two_year
0,1526,-0.07427257858541796,-1.4518288989900103,0.07404980340760157,0.34338138925294887,0.23853211009174313,0.418086500655308
1,1194,0.7344619631685966,0.046468776684546104,0.05443886097152429,0.0008375209380234506,0.47738693467336685,0.5217755443886097
2,2954,-0.7072354282017664,0.19570793656644653,0.483073798239675,0.9983073798239676,0.0,0.0016926201760324984
3,1369,0.9682730648692924,1.1555047011542179,0.19284149013878743,0.2929145361577794,0.393718042366691,0.3133674214755296
