Cluster_KMeans,Cluster_Size,tenure,MonthlyCharges,Churn,Contract_Month_to_month,Contract_One_year,Contract_Two_year
0,4574,-0.5075412660416985,-0.44702180401783315,0.31613467424573677,0.6895496283340621,0.1515085264538697,0.15894184521206822
1,2469,0.9402566832218424,0.8281400289905096,0.17132442284325639,0.29202106115836374,0.3159173754556501,0.39206156338598624
